"id","question_id","language_id","question","option_1","option_2","option_3","option_4","answer","created_at","updated_at"
e110a382-2de1-4990-81f7-84d62429738c,"372bb523-ab20-4c49-a3a1-fadbcf0b0417",c486c5d2-55e3-4e99-8844-440e93dcbbad,ಡುರಾಂಡ್ ರೇಖೆಯು ಯಾವ ಎರಡು ದೇಶಗಳಿಗೆ ಗಡಿ ಸಾಮಾನ್ಯವಾಗಿದೆ?,ಪಾಕಿಸ್ತಾನ ಮತ್ತು ಅಫ್ಘಾನಿಸ್ತಾನ, ಚೀನಾ ಮತ್ತು ಅಫ್ಘಾನಿಸ್ತಾನ,ಭಾರತ ಮತ್ತು ಟಿಬೆಟ್,ಭಾರತ ಮತ್ತು ಚೀನಾ,option_1,2020-08-12 17:13:19,2020-08-12 17:13:19
f6258ac2-15c5-48fa-b0b7-a766ee2197ec,a5b9ac31-7b63-41a4-873c-0dde19daffcf,c486c5d2-55e3-4e99-8844-440e93dcbbad,ಪರಿಶಿಷ್ಟ ಪಂಗಡದ ಅತಿದೊಡ್ಡ ಜನಸಂಖ್ಯೆ:, ಅರುಣಾಚಲ ಪ್ರದೇಶ,ಸಿಕ್ಕಿಂ,ಹಿಮಾಚಲ ಪ್ರದೇಶ,ಮಧ್ಯಪ್ರದೇಶ,option_4,2020-08-12 17:13:19,2020-08-12 17:13:19
a1b98134-b172-4834-981a-7896b9602195,d05d4911-3bdc-4913-8b19-32852afc22ff,c486c5d2-55e3-4e99-8844-440e93dcbbad,ವಿಶ್ವದ ಅತಿ ಎತ್ತರದ ಜಲಪಾತ:,ಜಾಂಬಿಯಾ,ವೆನೆಜುವೆಲಾ,ಬ್ರೆಜಿಲ್, ಯುಎಸ್ಎ,option_2,2020-08-12 17:13:19,2020-08-12 17:13:19
c05c7466-3242-4501-9b4e-89724984d482,"9d1d02e1-e467-4814-b127-8c0a8f03cadc",c486c5d2-55e3-4e99-8844-440e93dcbbad,ತನ್ನದೇ ಆದ ಅಕ್ಷದಲ್ಲಿ ಏಕ ತಿರುಗುವಿಕೆಗೆ ಭೂಮಿಯು ತೆಗೆದುಕೊಳ್ಳುವ ನಿಖರವಾದ ಸಮಯ , 24 ಗಂಟೆ 35 ಸೆ,"23 ಗಂಟೆ 50 ನಿಮಿಷ 7.2 ಸೆ", 23 ಗಂಟೆ 56 ನಿಮಿಷ 4.09 ಸೆ,"24 ಗಂಟೆ",option_3,2020-08-12 17:13:19,2020-08-12 17:13:19
"2862ee54-f046-4a87-a7cd-5234b25d669f","18f1c56a-705e-45da-9d77-d6dea930e27c",c486c5d2-55e3-4e99-8844-440e93dcbbad, ಸೂಪರ್ ನೋವಾ ಹೀಗಿದೆ:, ಧೂಮಕೇತು,ಸಾಯುತ್ತಿರುವ ನಕ್ಷತ್ರ, ಒಂದು ಕ್ಷುದ್ರಗ್ರಹ, ಕಪ್ಪು ಕುಳಿ,option_2,2020-08-12 17:13:19,2020-08-12 17:13:19
"65b1fc83-57b6-4802-93a9-cb43da97869a",df0dc635-6a7b-4e67-b039-f570c40d8d30,c486c5d2-55e3-4e99-8844-440e93dcbbad,ಈ ಕೆಳಗಿನ ಯಾವ ಪರ್ವತಗಳು ಪೂರ್ವ ಘಟ್ಟಗಳ ಭಾಗವಲ್ಲ?,ನಲ್ಲಾಮಿಯಾ ಬೆಟ್ಟಗಳು,ಜಾವಾಡಿ ಬೆಟ್ಟಗಳು, ಶೆರಾವೊಯ್ ಬೆಟ್ಟಗಳು,ಎಲಾಮಲೈ ಬೆಟ್ಟಗಳು,option_4,2020-08-12 17:13:19,2020-08-12 17:13:19
"814ed8fb-e778-408f-b978-5acb520db597",f01701f2-d67e-4f99-a0e2-1573a2563543,c486c5d2-55e3-4e99-8844-440e93dcbbad, ಭಾರತದ ದಕ್ಷಿಣದ ಬಿಂದು ಇದೆ:, ಗ್ರೇಟ್ ನಿಕೋಬಾರ್, ಪುಟ್ಟ ಅಂಡಮಾನ್, ಕೇರಳ, ತಮಿಳುನಾಡು,option_1,2020-08-12 17:13:19,2020-08-12 17:13:19
a24067b7-96c5-4866-83b2-afc1478f9358,"74ce990c-1049-4168-ae9f-060798a5780d",c486c5d2-55e3-4e99-8844-440e93dcbbad,ದ್ವೀಪವಾಗಿರುವ ಆಸ್ಟ್ರೇಲಿಯಾ ರಾಜ್ಯ:, ಟ್ಯಾಸ್ಮೆನಿಯಾ,ಕ್ವೀನ್ಸ್‌ಲ್ಯಾಂಡ್,ಜಾವಾ, ನ್ಯೂ ಗೈನ್,option_1,2020-08-12 17:13:19,2020-08-12 17:13:19
db168a04-4bba-4e2f-a034-26cff07538e9,"7f21246f-67ea-4585-8e59-bd4c16ae3581",c486c5d2-55e3-4e99-8844-440e93dcbbad, ಚಂದ್ರ ಸಮುದ್ರವು ಇದನ್ನು ಉಲ್ಲೇಖಿಸುತ್ತದೆ:,ಚಂದ್ರನ ಮೇಲೆ ಒಂದು ಸಣ್ಣ ಸಮುದ್ರ, ಚಂದ್ರನ ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಆಕರ್ಷಣೆಯಿಂದಾಗಿ ಹೆಚ್ಚಿನ ಉಬ್ಬರವಿಳಿತಗಳನ್ನು ಅನುಭವಿಸುವ ಭೂಮಿಯ ಮೇಲಿನ ಸಮುದ್ರ,ಚಂದ್ರನ ಮೇಲೆ ಕಪ್ಪು ಬಯಲು,ಬೆಳದಿಂಗಳಿಂದ ಪ್ರಕಾಶಿಸಲ್ಪಟ್ಟ ಹಗುರವಾದ ನೀರಿನ ದೇಹ,option_3,2020-08-12 17:13:19,2020-08-12 17:13:19
"2ee7037f-bf13-4db4-ae81-fc4e61903f11","9c3694ff-7b55-454a-a8dc-d1884410b965",c486c5d2-55e3-4e99-8844-440e93dcbbad,ಈ ಕೆಳಗಿನ ಯಾವ ಗ್ರಹಗಳನ್ನು 'ಮಾರ್ನಿಂಗ್ ಸ್ಟಾರ್' ಎಂದು ಕರೆಯಲಾಗುತ್ತದೆ?,ಶುಕ್ರ,ಮಂಗಳ ,ಬುಧ ,ಗುರು,option_1,2020-08-12 17:13:19,2020-08-12 17:13:19
fc3360ff-b555-4762-8d64-aa5cafae5025,cd1f44cd-bf0b-4e7f-9672-a97ba2cebb0d,c486c5d2-55e3-4e99-8844-440e93dcbbad,ವಿಶ್ವದ ಅತಿದೊಡ್ಡ ಮರುಭೂಮಿ ಯಾವುದು?,ಥಾರ್,ಸಹಾರಾ,ತಕಲಾ ಮಕನ್, ಗೋಬಿ,option_2,2020-08-12 17:13:19,2020-08-12 17:13:19
"3cd122b0-0001-4ae2-9f1b-5b2173db8069","2b5abe7b-c780-4886-8ac8-3c6aa8124d0f",c486c5d2-55e3-4e99-8844-440e93dcbbad,ಸಾಲ್ 'ಇವುಗಳ ಪ್ರಮುಖ ಮರವಾಗಿದೆ:, ಉಷ್ಣವಲಯದ ಶುಷ್ಕ ಪತನಶೀಲ ಕಾಡು, ಉಷ್ಣವಲಯದ ಮಳೆಕಾಡು,ಆಲ್ಪೈನ್ ಅರಣ್ಯ,ಮುಳ್ಳಿನ ಕಾಡು,option_1,2020-08-12 17:13:19,2020-08-12 17:13:19
e9ef98fc-bd3d-4331-a6db-b50b25ad41bf,"758a69c1-b5c6-403c-9043-a9cc09daa392",c486c5d2-55e3-4e99-8844-440e93dcbbad,ಭೂಮಿಯು 24 ಗಂಟೆಗಳಲ್ಲಿ 360 through ಮೂಲಕ ತಿರುಗುತ್ತದೆ. ಪ್ರತಿ 15 ° ರೇಖಾಂಶವು ಪ್ರತಿನಿಧಿಸುತ್ತದೆ:,ಅರ್ಧ ಗಂಟೆ, ನಲವತ್ತೈದು ನಿಮಿಷಗಳು,ಒಂದು ಗಂಟೆ,ಒಂದು ಗಂಟೆ ಹದಿನೈದು ನಿಮಿಷಗಳು,option_3,2020-08-12 17:13:19,2020-08-12 17:13:19
aa802e2f-9084-4460-99a6-f98a4acee0fb,"3a20342a-aa19-4452-bfa9-58ce8b784e8d",c486c5d2-55e3-4e99-8844-440e93dcbbad,ಬ್ಲ್ಯಾಕ್‌ಹೋಲ್ ಒಂದು:, ಅತ್ಯಂತ ಕಡಿಮೆ ಮೇಲ್ಮೈ ತಾಪಮಾನ ಹೊಂದಿರುವ 6 ನಕ್ಷತ್ರ,ತೀವ್ರವಾದ ಗುರುತ್ವಾಕರ್ಷಣೆಯೊಂದಿಗೆ ಸಂಕುಚಿತ ನಕ್ಷತ್ರ,ಸ್ಪಂದನ ನಕ್ಷತ್ರ,ಯಾವುದೇ ವಾತಾವರಣವಿಲ್ಲದ ನಕ್ಷತ್ರ,option_2,2020-08-12 17:13:19,2020-08-12 17:13:19
d4d27b3b-5b3f-4dd5-9a42-aef84028bc5b,"13d672f5-c64a-4931-8db2-be406a620c08",c486c5d2-55e3-4e99-8844-440e93dcbbad, ಭಾರತದ ಅತ್ಯಂತ ಒಣ ಸ್ಥಳ:,ಲೇಹ್,ಬಿಕಾನೆರ್,ಜೈಸಲ್ಮೇರ್, ಬಾರ್ಮರ್,option_1,2020-08-12 17:13:19,2020-08-12 17:13:19
"9b936f76-f6a2-4dc7-a76d-8691a73c2896","7b21aa8a-6f27-48f7-bd33-460b778c292f",c486c5d2-55e3-4e99-8844-440e93dcbbad, ವಾತಾವರಣದಲ್ಲಿನ ಅಲ್ಬೆಡೊ ಪ್ರಮಾಣವು ಸುಮಾರು:,"15%","37%","50%","42%",option_2,2020-08-12 17:13:19,2020-08-12 17:13:19
"0b29d88f-01b1-43fa-8f2a-5e5bd66fdc3e",a0cea85f-70d3-4ef4-ac20-9b0f6654336c,c486c5d2-55e3-4e99-8844-440e93dcbbad,ಹವಳದ ದಿಬ್ಬಗಳು ಇವರಿಂದ ರೂಪುಗೊಳ್ಳುತ್ತವೆ:,ಜ್ವಾಲಾಮುಖಿ ಬಂಡೆಗಳು,ಸಾಗರ ಕೆಸರುಗಳು,ಕ್ಲೋರಿನ್ ಮೆಟೀರಿಯಲ್ ಸಮುದ್ರದ ನೀರಿನಿಂದ ಉಂಟಾಗುತ್ತದೆ, ಸಣ್ಣ ವಸಾಹತುಶಾಹಿ ಸಮುದ್ರ ಪ್ರಾಣಿಗಳು ಸುಣ್ಣದ ಅಸ್ಥಿಪಂಜರ ವಸ್ತುಗಳನ್ನು ನಿರ್ಮಿಸುತ್ತವೆ,option_4,2020-08-12 17:13:19,2020-08-12 17:13:19
"206442f7-2f9f-49a5-b502-c343aec742a5","0a90eb08-cb3e-4e25-b491-2649a3cabb14",c486c5d2-55e3-4e99-8844-440e93dcbbad,ಡೌನ್ ವಾರ್ಪಿಂಗ್ ಕಾರಣದಿಂದಾಗಿ ಭಾರತದ ಪೂರ್ವ ಹರಿಯುವ ನದಿಗಳಲ್ಲಿ ಯಾವುದು ಬಿರುಕು ಕಣಿವೆಯನ್ನು ರೂಪಿಸುತ್ತದೆ?, ಯಮುನಾ,ಮಹಾನದಿ,ಮಗ,ದಾಮೋದರ್,option_4,2020-08-12 17:13:19,2020-08-12 17:13:19
bd7ec5e2-e4e1-4a03-80ae-152b7cb64823,"8c0ef3df-99dc-49d8-bfcd-ee326242d4f9",c486c5d2-55e3-4e99-8844-440e93dcbbad,ಮಣ್ಣಿನ ವಸ್ತುವನ್ನು ಮುಖ್ಯವಾಗಿ ಇಲ್ಲಿಂದ ಪಡೆಯಲಾಗಿದೆ:, ಜೈವಿಕ ಕ್ರಿಯೆ, ಸೆಡಿಮೆಂಟರಿ ಬಂಡೆಗಳು, ಅಗ್ನಿಶಿಲೆಗಳು,ಮೆಟಮಾರ್ಫಿಕ್ ಬಂಡೆಗಳು,option_2,2020-08-12 17:13:19,2020-08-12 17:13:19
"46ccfcab-c025-45b2-b092-c8ee9223385f","64d864aa-096d-4e6a-b6fd-4766179e1dff",c486c5d2-55e3-4e99-8844-440e93dcbbad,ಈ ಕೆಳಗಿನವುಗಳಲ್ಲಿ ಯಾವುದು ಸೆಡಿಮೆಂಟರಿ ಬಂಡೆಯಲ್ಲ?, ಮಾರ್ಬಲ್,ಮರಳುಗಲ್ಲು,ಶೇಲ್, ಸುಣ್ಣದ ಕಲ್ಲು,option_1,2020-08-12 17:13:19,2020-08-12 17:13:19
"65e86023-22a6-4c85-8a6f-d13f663f9a1f",e2ebb407-9257-4076-84a2-2c925cdde77b,c486c5d2-55e3-4e99-8844-440e93dcbbad,ಭೂಮಿಯು ಸೂರ್ಯನಿಂದ (ಅಪೆಲಿಯನ್) ಅತಿ ದೊಡ್ಡ ದೂರದಲ್ಲಿದೆ:,ಸೆಪ್ಟೆಂಬರ್ 23,ಜೂನ್ 21, ಜುಲೈ 4, ಜನವರಿ 3,option_3,2020-08-12 17:13:19,2020-08-12 17:13:19
c082ac8b-fd17-401a-82d3-4d463ec2feb5,"6290b01e-38b6-43ef-920c-689011ced8d4",c486c5d2-55e3-4e99-8844-440e93dcbbad,"ಈ ಕೆಳಗಿನವುಗಳಲ್ಲಿ ಯಾವುದು ಭಾರತದ ಮೊದಲ ಕಂಪನಿ ನಿರ್ವಹಿಸುವ ಪ್ರಮುಖ ಬಂದರು?
", ಟ್ಯುಟಿಕೋರಿನ್,ವಿಶಾಖಪಟ್ಟಣಂ, ಎನ್ನೋರ್,ಕೊಚ್ಚಿನ್,option_3,2020-08-12 17:13:19,2020-08-12 17:13:19
"665349f8-c6bf-4b9a-b73d-d8a46e78fc26",a85a2a67-3423-445f-9102-7613a9f1b410,c486c5d2-55e3-4e99-8844-440e93dcbbad,ಜೆಟ್ ವಿಮಾನಗಳ ಹಾರಾಟಕ್ಕೆ ಸೂಕ್ತವಾದ ಪರಿಸ್ಥಿತಿಗಳನ್ನು ಒದಗಿಸುವ ವಾತಾವರಣದ ಪದರವು:, ಭೂಗೋಳ, ಅಯಾನುಗೋಳ, ವಾಯುಮಂಡಲ,ಉಷ್ಣವಲಯ,option_3,2020-08-12 17:13:19,2020-08-12 17:13:19
"1a485c9e-7ec2-4e9c-a3e0-3556967fc129",d0b20e04-e22e-4a4e-a92f-ea8f6bde4b13,c486c5d2-55e3-4e99-8844-440e93dcbbad,ಟ್ರಾಪಿಕ್ ಆಫ್ ಕ್ಯಾನ್ಸರ್ ಹಾದುಹೋಗುತ್ತದೆ:,ಭಾರತ ಮತ್ತು ಸೌದಿ ಅರೇಬಿಯಾ, ಇರಾನ್ ಮತ್ತು ಇರಾಕ್, ಇರಾನ್ ಮತ್ತು ಪಾಕಿಸ್ತಾನ,ಭಾರತ ಮತ್ತು ಇರಾನ್,option_1,2020-08-12 17:13:19,2020-08-12 17:13:19
cd5a9c53-c0c4-4da0-8bd9-29b7d9a738f4,"2688d225-2478-4f94-af5f-6e0c89dc3438",c486c5d2-55e3-4e99-8844-440e93dcbbad, ಶಿವಸಮುದ್ರಂ ಜಲಪಾತವು ಆನ್ ಆಗಿದೆ:, ಇಂದ್ರಾವತಿ ನದಿ,ಕಾವೇರಿ ನದಿ,ಇದ್ಯಾವುದೂ ಅಲ್ಲ,ಸುಬರ್ನರೆಖಾ ನದಿ,option_2,2020-08-12 17:13:19,2020-08-12 17:13:19
c1727bd4-a8e4-48c5-b9ca-2bbd6db5d1ff,"3404cffb-d673-443b-8a4b-497cb25648e9",c486c5d2-55e3-4e99-8844-440e93dcbbad,ಭಾರತದ ಅತಿ ಎತ್ತರದ ಹಿಮಾಲಯ ಶಿಖರ:, ಕಾಂಚನಜುಂಗ, ನಂದದೇವಿ,ಕೆ -2,ನಂಗಾ ಪರ್ಬತ್,option_1,2020-08-12 17:13:19,2020-08-12 17:13:19
bbaab22f-785c-43ac-a6e4-a7e25aac023b,f456b3fb-3c83-4569-a3f7-25329524de21,c486c5d2-55e3-4e99-8844-440e93dcbbad, ಟೀಸ್ಟಾ ಯಾವ ಪ್ರಮುಖ ನದಿ ವ್ಯವಸ್ಥೆಯ ಒಂದು ಭಾಗವಾಗಿದೆ?, ಗಂಗಾ, ಕಾವೇರಿ,ಕೃಷ್ಣ,ಬ್ರಹ್ಮಪುತ್ರ,option_4,2020-08-12 17:13:19,2020-08-12 17:13:19
